,Unnamed: 0,URL,VIN,brand,condition,cylinders,drive,fuel,loc_prefixes,model,odometer,paint color,price,size,time_Ad,title status,transmission,type,year,cor_od,cor_tmad,cor_odT,cor_tmadT,cor_mdT
343,472,http://vancouver.craigslist.ca//rds/ctd/5255134294.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,43406.000,silver,12600.000,,33.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
344,473,http://vancouver.craigslist.ca//rds/ctd/5283168755.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,52133.000,silver,11900.000,,15.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
345,476,http://vancouver.craigslist.ca//rds/ctd/5282804461.html,2T1BU4EE0DC991625,TOYOTA,,,fwd,gas,ctd,COROLLA,22916.000,,16246.000,,15.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
346,477,http://vancouver.craigslist.ca//van/ctd/5277860603.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,106433.000,silver,6995.000,,18.000,clean,automatic,,2006.000,-0.194,0.378,-0.839,0.288,0.927
347,478,http://vancouver.craigslist.ca//van/ctd/5288017401.html,,Toyota,like new,,fwd,gas,ctd,Corolla,35135.000,silver,16998.000,compact,12.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
348,480,http://vancouver.craigslist.ca//pml/ctd/5274647730.html,2T1BU40E79C011886,TOYOTA,,,fwd,gas,ctd,COROLLA,84800.000,silver,11450.000,,20.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
349,481,http://vancouver.craigslist.ca//rch/ctd/5245411329.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,39.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
350,486,http://vancouver.craigslist.ca//pml/ctd/5285545209.html,2T1BU40E79C011886,TOYOTA,,,fwd,gas,ctd,COROLLA,84800.000,silver,11450.000,,13.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
351,492,http://vancouver.craigslist.ca//rds/ctd/5240061649.html,2t1bu4ee1cc859083,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,57865.000,grey,14850.000,compact,43.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
352,495,http://vancouver.craigslist.ca//rds/ctd/5249210027.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,263000.000,green,3300.000,,37.000,clean,automatic,,1999.000,0.015,-0.143,-0.839,0.288,0.927
353,504,http://vancouver.craigslist.ca//van/ctd/5245479673.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,47000.000,white,16900.000,compact,39.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
354,505,http://vancouver.craigslist.ca//van/ctd/5245482133.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,54000.000,white,14900.000,compact,39.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
355,506,http://vancouver.craigslist.ca//rch/ctd/5246530466.html,,toyota,like new,4 cylinders,,gas,ctd,corolla,120844.000,,9995.000,,38.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
356,507,http://vancouver.craigslist.ca//bnc/ctd/5304908032.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,15000.000,black,11990.000,compact,1.000,rebuilt,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
357,508,http://vancouver.craigslist.ca//bnc/ctd/5304223792.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,15000.000,black,11990.000,compact,1.000,rebuilt,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
358,511,http://vancouver.craigslist.ca//rds/ctd/5256179173.html,2T1BU4EE0DC991625,TOYOTA,,,fwd,gas,ctd,COROLLA,22916.000,,16246.000,,32.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
359,512,http://vancouver.craigslist.ca//rch/ctd/5280534916.html,,toyota,,,,gas,ctd,corolla,56000.000,,11995.000,,16.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
360,515,http://vancouver.craigslist.ca//rch/ctd/5243581743.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,40.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
361,519,http://vancouver.craigslist.ca//rds/ctd/5256206999.html,2T1BU40E79C011886,TOYOTA,,,fwd,gas,ctd,COROLLA,84800.000,silver,11450.000,,32.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
362,523,http://vancouver.craigslist.ca//van/ctd/5275363007.html,,toyota,,4 cylinders,fwd,gas,ctd,corolla,125250.000,silver,6900.000,compact,20.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
363,525,http://vancouver.craigslist.ca//bnc/ctd/5232791355.html,,toyota,,,,gas,ctd,corolla,56756.000,,11995.000,,47.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
364,526,http://vancouver.craigslist.ca//nvn/ctd/5256062068.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,55304.000,,13995.000,,32.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
365,527,http://vancouver.craigslist.ca//van/ctd/5274589746.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,159000.000,,6900.000,,20.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
366,533,http://vancouver.craigslist.ca//rch/ctd/5271565593.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,54000.000,white,14900.000,compact,22.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
367,534,http://vancouver.craigslist.ca//rch/ctd/5271543161.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,79000.000,white,9900.000,compact,22.000,clean,automatic,sedan,2009.000,-0.549,-0.078,-0.839,0.288,0.927
368,538,http://vancouver.craigslist.ca//rch/ctd/5243520577.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,40.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
369,541,http://vancouver.craigslist.ca//rds/ctd/5227870896.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,40110.000,silver,11888.000,compact,51.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
370,543,http://vancouver.craigslist.ca//rds/ctd/5263698832.html,2T1BU40E79C011886,TOYOTA,,,fwd,gas,ctd,COROLLA,84800.000,silver,11450.000,,27.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
371,544,http://vancouver.craigslist.ca//nvn/ctd/5236368806.html,2T1BR32E64C805473,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,92428.000,black,7900.000,,45.000,clean,automatic,sedan,2004.000,-0.923,0.348,-0.839,0.288,0.927
372,548,http://vancouver.craigslist.ca//nvn/ctd/5221938958.html,,toyota,,,fwd,gas,ctd,corolla,158000.000,grey,8999.000,,54.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
373,549,http://vancouver.craigslist.ca//nvn/ctd/5266181160.html,2T1BU4EE2AC372147,Toyota,like new,4 cylinders,fwd,gas,ctd,Corolla,69134.000,silver,15995.000,compact,26.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
374,550,http://vancouver.craigslist.ca//rch/ctd/5255464565.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,51362.000,white,15995.000,mid-size,32.000,clean,automatic,hatchback,2013.000,-0.632,0.159,-0.839,0.288,0.927
375,551,http://vancouver.craigslist.ca//rch/ctd/5255469045.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,51362.000,white,15995.000,mid-size,32.000,clean,automatic,hatchback,2013.000,-0.632,0.159,-0.839,0.288,0.927
376,552,http://vancouver.craigslist.ca//rch/ctd/5255450646.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,51362.000,white,15995.000,compact,32.000,clean,automatic,hatchback,2013.000,-0.632,0.159,-0.839,0.288,0.927
377,553,http://vancouver.craigslist.ca//rch/ctd/5228233899.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,145250.000,black,9500.000,mid-size,50.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
378,554,http://vancouver.craigslist.ca//rch/ctd/5228220432.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,145250.000,black,9500.000,mid-size,50.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
379,555,http://vancouver.craigslist.ca//rch/ctd/5228243813.html,,toyota,like new,4 cylinders,,gas,ctd,corolla,145250.000,black,9500.000,,50.000,clean,automatic,hatchback,2007.000,-0.458,0.266,-0.839,0.288,0.927
380,558,http://vancouver.craigslist.ca//rds/ctd/5238027692.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,52882.000,custom,14850.000,mid-size,44.000,clean,automatic,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
381,559,http://vancouver.craigslist.ca//rds/ctd/5255662511.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,52867.000,brown,14850.000,compact,32.000,clean,automatic,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
382,560,http://vancouver.craigslist.ca//rds/ctd/5255626289.html,,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,52867.000,brown,14850.000,compact,32.000,clean,automatic,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
383,561,http://vancouver.craigslist.ca//rds/ctd/5241556464.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,52882.000,,14850.000,compact,42.000,clean,automatic,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
384,562,http://vancouver.craigslist.ca//rds/ctd/5241558335.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,52882.000,,14850.000,compact,42.000,clean,automatic,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
385,564,http://vancouver.craigslist.ca//rch/ctd/5244897883.html,S15224A,TOYOTA,excellent,4 cylinders,,gas,ctd,COROLLA,106328.000,silver,6988.000,compact,39.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
386,567,http://vancouver.craigslist.ca//nvn/ctd/5260069263.html,2T1BU4EE2AC44343,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,86165.000,black,10995.000,compact,30.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
387,568,http://vancouver.craigslist.ca//nvn/ctd/5259130811.html,2T1BR32EX6C68055,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,60732.000,grey,9995.000,compact,30.000,clean,automatic,sedan,2006.000,-0.194,0.378,-0.839,0.288,0.927
388,569,http://vancouver.craigslist.ca//rds/ctd/5258626008.html,,Toyota,,,,gas,ctd,Corolla,129600.000,,6988.000,,31.000,clean,automatic,,2008.000,-0.889,0.144,-0.839,0.288,0.927
389,570,http://vancouver.craigslist.ca//van/ctd/5222318947.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,35500.000,,17850.000,compact,54.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
390,571,http://vancouver.craigslist.ca//pml/ctd/5213740354.html,,Toyota,,4 cylinders,,gas,ctd,Corolla,83365.000,silver,13280.000,,60.000,clean,manual,sedan,2012.000,-0.276,0.117,-0.839,0.288,0.927
391,576,http://vancouver.craigslist.ca//rch/ctd/5210976637.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,120844.000,red,9995.000,mid-size,61.000,clean,manual,,2009.000,-0.549,-0.078,-0.839,0.288,0.927
392,579,http://vancouver.craigslist.ca//rds/ctd/5222921020.html,,Toyota,,,,gas,ctd,Corolla,111939.000,,11888.000,,54.000,clean,automatic,,2010.000,-0.147,0.372,-0.839,0.288,0.927
393,580,http://vancouver.craigslist.ca//van/ctd/5222313539.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,51000.000,,17850.000,compact,54.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
394,581,http://vancouver.craigslist.ca//van/ctd/5222324351.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,37000.000,,17850.000,compact,54.000,clean,automatic,sedan,2013.000,-0.632,0.159,-0.839,0.288,0.927
395,582,http://vancouver.craigslist.ca//van/ctd/5251162776.html,,Toyota,like new,4 cylinders,fwd,gas,ctd,Corolla,76000.000,silver,9800.000,compact,35.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
396,583,http://vancouver.craigslist.ca//van/ctd/5251144278.html,,Toyota,like new,4 cylinders,fwd,gas,ctd,Corolla,70800.000,white,9900.000,compact,35.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
397,586,http://vancouver.craigslist.ca//van/ctd/5217467019.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,51000.000,,17850.000,compact,57.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
398,587,http://vancouver.craigslist.ca//bnc/ctd/5204749572.html,2T1BU4EE4AC325251,TOYOTA,excellent,4 cylinders,fwd,gas,ctd,COROLLA,107000.000,red,10795.000,compact,66.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
399,588,http://vancouver.craigslist.ca//rds/ctd/5210871433.html,,toyota,excellent,4 cylinders,,gas,ctd,corolla,184000.000,grey,3250.000,,61.000,clean,automatic,sedan,2002.000,-0.845,0.084,-0.839,0.288,0.927
400,590,http://vancouver.craigslist.ca//rch/ctd/5206324854.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,30000.000,brown,18900.000,,65.000,clean,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
401,591,http://vancouver.craigslist.ca//van/ctd/5208283901.html,,toyota,good,4 cylinders,fwd,gas,ctd,corolla,150000.000,green,3300.000,,63.000,clean,automatic,sedan,2000.000,-0.595,-0.185,-0.839,0.288,0.927
402,592,http://vancouver.craigslist.ca//van/ctd/5212642751.html,,toyota,good,4 cylinders,fwd,gas,ctd,corolla,150000.000,green,3500.000,,60.000,clean,automatic,sedan,2000.000,-0.595,-0.185,-0.839,0.288,0.927
403,593,http://vancouver.craigslist.ca//van/ctd/5248264840.html,,TOYOTA,,,,gas,ctd,COROLLA,31230.000,,13875.000,,37.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
404,596,http://vancouver.craigslist.ca//van/ctd/5202765833.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,101728.000,black,12990.000,,67.000,clean,automatic,SUV,2010.000,-0.147,0.372,-0.839,0.288,0.927
405,597,http://vancouver.craigslist.ca//bnc/ctd/5204616848.html,2T1BU4EE7AC243076,Toyota,Used,,fwd,other,ctd,Corolla,66709.000,custom,12998.000,,66.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
406,598,http://vancouver.craigslist.ca//rds/ctd/5202165227.html,2T1BU4EE3DC954021,Toyota,Used,,fwd,other,ctd,Corolla,55106.000,custom,13650.000,,67.000,clean,automatic,other,2013.000,-0.632,0.159,-0.839,0.288,0.927
407,599,http://vancouver.craigslist.ca//nvn/ctd/5222235141.html,2T1BU4EE0AC319883,toyota,excellent,4 cylinders,fwd,gas,ctd,corolla,76900.000,silver,12400.000,compact,54.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
408,602,http://vancouver.craigslist.ca//pml/ctd/5229374632.html,,TOYOTA,like new,4 cylinders,fwd,gas,ctd,COROLLA,101728.000,black,12990.000,mid-size,50.000,clean,automatic,sedan,2010.000,-0.147,0.372,-0.839,0.288,0.927
409,608,http://vancouver.craigslist.ca//pml/ctd/5201602137.html,,toyota,like new,4 cylinders,fwd,gas,ctd,corolla,16000.000,black,18000.000,compact,67.000,rebuilt,automatic,sedan,2014.000,-0.460,0.467,-0.839,0.288,0.927
410,609,http://vancouver.craigslist.ca//van/ctd/5243516540.html,,TOYOTA,,,,gas,ctd,COROLLA,31230.000,,13875.000,,40.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
411,610,http://vancouver.craigslist.ca//van/ctd/5240500950.html,,Toyota,excellent,,fwd,gas,ctd,Corolla,101728.000,black,12990.000,,42.000,clean,automatic,SUV,2010.000,-0.147,0.372,-0.839,0.288,0.927
412,613,http://vancouver.craigslist.ca//pml/ctd/5198862871.html,2T1BU4EE0DC991625,Toyota,,,,gas,ctd,Corolla,22916.000,,16247.000,,69.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
413,614,http://vancouver.craigslist.ca//pml/ctd/5224003351.html,2T1BU4EE0DC991625,Toyota,,,,gas,ctd,Corolla,22916.000,,16246.000,,53.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
414,615,http://vancouver.craigslist.ca//pml/ctd/5205481156.html,2T1BU4EE0DC991625,Toyota,,,,gas,ctd,Corolla,22916.000,,16247.000,,65.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
415,616,http://vancouver.craigslist.ca//pml/ctd/5211425247.html,2T1BU4EE0DC991625,Toyota,,,,gas,ctd,Corolla,22916.000,,16246.000,,61.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
416,617,http://vancouver.craigslist.ca//pml/ctd/5236538699.html,2T1BU4EE0DC991625,Toyota,,,,gas,ctd,Corolla,22916.000,,16246.000,,45.000,clean,automatic,,2013.000,-0.632,0.159,-0.839,0.288,0.927
417,621,http://vancouver.craigslist.ca//rds/ctd/5214369278.html,,TOYOTA,good,4 cylinders,fwd,gas,ctd,COROLLA,94160.000,silver,9980.000,compact,59.000,clean,automatic,sedan,2008.000,-0.889,0.144,-0.839,0.288,0.927
418,627,http://vancouver.craigslist.ca//van/ctd/5190768612.html,,Toyota,excellent,4 cylinders,fwd,gas,ctd,Corolla,60537.000,silver,10995.000,,74.000,clean,automatic,,2012.000,-0.276,0.117,-0.839,0.288,0.927
